[DEBUG] 2021-06-25 00:29:04.679 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2021-06-25 00:29:04.679 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2021-06-25 00:29:04.679 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[DEBUG] 2021-06-25 00:29:04.726 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.search.mapper.orm.bootstrap.impl.HibernateSearchIntegrator].
[INFO ] 2021-06-25 00:29:04.851 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2021-06-25 00:29:04.851 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2021-06-25 00:29:05.148 [main] LocalXmlResourceResolver - Interpreting public/system identifier : [null] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2021-06-25 00:29:05.148 [main] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2021-06-25 00:29:05.148 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2021-06-25 00:29:05.507 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2021-06-25 00:29:05.507 [main] ServiceBinding - Overriding existing service binding [org.hibernate.search.mapper.orm.mapping.impl.HibernateSearchContextProviderService]
[DEBUG] 2021-06-25 00:29:05.538 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2021-06-25 00:29:05.538 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[INFO ] 2021-06-25 00:29:05.570 [main] Version - HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
[DEBUG] 2021-06-25 00:29:05.616 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@678a9516
[DEBUG] 2021-06-25 00:29:05.616 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@678a9516
[DEBUG] 2021-06-25 00:29:05.616 [main] BasicTypeRegistry - Adding type registration java.lang.Boolean -> org.hibernate.type.BooleanType@678a9516
[DEBUG] 2021-06-25 00:29:05.616 [main] BasicTypeRegistry - Adding type registration numeric_boolean -> org.hibernate.type.NumericBooleanType@6e243175
[DEBUG] 2021-06-25 00:29:05.616 [main] BasicTypeRegistry - Adding type registration true_false -> org.hibernate.type.TrueFalseType@629e8212
[DEBUG] 2021-06-25 00:29:05.616 [main] BasicTypeRegistry - Adding type registration yes_no -> org.hibernate.type.YesNoType@58dad04a
[DEBUG] 2021-06-25 00:29:05.616 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@55736cfe
[DEBUG] 2021-06-25 00:29:05.616 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@55736cfe
[DEBUG] 2021-06-25 00:29:05.616 [main] BasicTypeRegistry - Adding type registration java.lang.Byte -> org.hibernate.type.ByteType@55736cfe
[DEBUG] 2021-06-25 00:29:05.616 [main] BasicTypeRegistry - Adding type registration character -> org.hibernate.type.CharacterType@7015ebef
[DEBUG] 2021-06-25 00:29:05.616 [main] BasicTypeRegistry - Adding type registration char -> org.hibernate.type.CharacterType@7015ebef
[DEBUG] 2021-06-25 00:29:05.616 [main] BasicTypeRegistry - Adding type registration java.lang.Character -> org.hibernate.type.CharacterType@7015ebef
[DEBUG] 2021-06-25 00:29:05.616 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@617449dd
[DEBUG] 2021-06-25 00:29:05.616 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@617449dd
[DEBUG] 2021-06-25 00:29:05.616 [main] BasicTypeRegistry - Adding type registration java.lang.Short -> org.hibernate.type.ShortType@617449dd
[DEBUG] 2021-06-25 00:29:05.616 [main] BasicTypeRegistry - Adding type registration integer -> org.hibernate.type.IntegerType@25953be6
[DEBUG] 2021-06-25 00:29:05.616 [main] BasicTypeRegistry - Adding type registration int -> org.hibernate.type.IntegerType@25953be6
[DEBUG] 2021-06-25 00:29:05.616 [main] BasicTypeRegistry - Adding type registration java.lang.Integer -> org.hibernate.type.IntegerType@25953be6
[DEBUG] 2021-06-25 00:29:05.616 [main] BasicTypeRegistry - Adding type registration long -> org.hibernate.type.LongType@5927f904
[DEBUG] 2021-06-25 00:29:05.616 [main] BasicTypeRegistry - Adding type registration long -> org.hibernate.type.LongType@5927f904
[DEBUG] 2021-06-25 00:29:05.616 [main] BasicTypeRegistry - Adding type registration java.lang.Long -> org.hibernate.type.LongType@5927f904
[DEBUG] 2021-06-25 00:29:05.616 [main] BasicTypeRegistry - Adding type registration float -> org.hibernate.type.FloatType@3ca14cf4
[DEBUG] 2021-06-25 00:29:05.616 [main] BasicTypeRegistry - Adding type registration float -> org.hibernate.type.FloatType@3ca14cf4
[DEBUG] 2021-06-25 00:29:05.616 [main] BasicTypeRegistry - Adding type registration java.lang.Float -> org.hibernate.type.FloatType@3ca14cf4
[DEBUG] 2021-06-25 00:29:05.632 [main] BasicTypeRegistry - Adding type registration double -> org.hibernate.type.DoubleType@5b8572df
[DEBUG] 2021-06-25 00:29:05.632 [main] BasicTypeRegistry - Adding type registration double -> org.hibernate.type.DoubleType@5b8572df
[DEBUG] 2021-06-25 00:29:05.632 [main] BasicTypeRegistry - Adding type registration java.lang.Double -> org.hibernate.type.DoubleType@5b8572df
[DEBUG] 2021-06-25 00:29:05.632 [main] BasicTypeRegistry - Adding type registration big_decimal -> org.hibernate.type.BigDecimalType@64518270
[DEBUG] 2021-06-25 00:29:05.632 [main] BasicTypeRegistry - Adding type registration java.math.BigDecimal -> org.hibernate.type.BigDecimalType@64518270
[DEBUG] 2021-06-25 00:29:05.632 [main] BasicTypeRegistry - Adding type registration big_integer -> org.hibernate.type.BigIntegerType@553d2579
[DEBUG] 2021-06-25 00:29:05.632 [main] BasicTypeRegistry - Adding type registration java.math.BigInteger -> org.hibernate.type.BigIntegerType@553d2579
[DEBUG] 2021-06-25 00:29:05.632 [main] BasicTypeRegistry - Adding type registration string -> org.hibernate.type.StringType@3cdff901
