[DEBUG] 2021-05-10 19:39:19.449 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2021-05-10 19:39:19.465 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2021-05-10 19:39:19.481 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[DEBUG] 2021-05-10 19:39:19.559 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.search.mapper.orm.bootstrap.impl.HibernateSearchIntegrator].
[INFO ] 2021-05-10 19:39:19.809 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2021-05-10 19:39:19.809 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2021-05-10 19:39:20.309 [main] LocalXmlResourceResolver - Interpreting public/system identifier : [null] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2021-05-10 19:39:20.309 [main] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2021-05-10 19:39:20.309 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2021-05-10 19:39:20.824 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2021-05-10 19:39:20.824 [main] ServiceBinding - Overriding existing service binding [org.hibernate.search.mapper.orm.mapping.impl.HibernateSearchContextProviderService]
[DEBUG] 2021-05-10 19:39:20.871 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2021-05-10 19:39:20.871 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[INFO ] 2021-05-10 19:39:20.903 [main] Version - HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
[DEBUG] 2021-05-10 19:39:20.996 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@20440c6c
[DEBUG] 2021-05-10 19:39:20.996 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@20440c6c
[DEBUG] 2021-05-10 19:39:20.996 [main] BasicTypeRegistry - Adding type registration java.lang.Boolean -> org.hibernate.type.BooleanType@20440c6c
[DEBUG] 2021-05-10 19:39:20.996 [main] BasicTypeRegistry - Adding type registration numeric_boolean -> org.hibernate.type.NumericBooleanType@41e9f86
[DEBUG] 2021-05-10 19:39:20.996 [main] BasicTypeRegistry - Adding type registration true_false -> org.hibernate.type.TrueFalseType@19fec3d6
[DEBUG] 2021-05-10 19:39:20.996 [main] BasicTypeRegistry - Adding type registration yes_no -> org.hibernate.type.YesNoType@6986f93e
[DEBUG] 2021-05-10 19:39:20.996 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@15e8f9b2
[DEBUG] 2021-05-10 19:39:20.996 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@15e8f9b2
[DEBUG] 2021-05-10 19:39:20.996 [main] BasicTypeRegistry - Adding type registration java.lang.Byte -> org.hibernate.type.ByteType@15e8f9b2
[DEBUG] 2021-05-10 19:39:20.996 [main] BasicTypeRegistry - Adding type registration character -> org.hibernate.type.CharacterType@5a48da4f
[DEBUG] 2021-05-10 19:39:20.996 [main] BasicTypeRegistry - Adding type registration char -> org.hibernate.type.CharacterType@5a48da4f
[DEBUG] 2021-05-10 19:39:20.996 [main] BasicTypeRegistry - Adding type registration java.lang.Character -> org.hibernate.type.CharacterType@5a48da4f
[DEBUG] 2021-05-10 19:39:21.012 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@24a0c58b
[DEBUG] 2021-05-10 19:39:21.012 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@24a0c58b
[DEBUG] 2021-05-10 19:39:21.012 [main] BasicTypeRegistry - Adding type registration java.lang.Short -> org.hibernate.type.ShortType@24a0c58b
[DEBUG] 2021-05-10 19:39:21.012 [main] BasicTypeRegistry - Adding type registration integer -> org.hibernate.type.IntegerType@4a62062a
[DEBUG] 2021-05-10 19:39:21.012 [main] BasicTypeRegistry - Adding type registration int -> org.hibernate.type.IntegerType@4a62062a
[DEBUG] 2021-05-10 19:39:21.012 [main] BasicTypeRegistry - Adding type registration java.lang.Integer -> org.hibernate.type.IntegerType@4a62062a
[DEBUG] 2021-05-10 19:39:21.012 [main] BasicTypeRegistry - Adding type registration long -> org.hibernate.type.LongType@2c9d90fc
[DEBUG] 2021-05-10 19:39:21.012 [main] BasicTypeRegistry - Adding type registration long -> org.hibernate.type.LongType@2c9d90fc
[DEBUG] 2021-05-10 19:39:21.012 [main] BasicTypeRegistry - Adding type registration java.lang.Long -> org.hibernate.type.LongType@2c9d90fc
[DEBUG] 2021-05-10 19:39:21.012 [main] BasicTypeRegistry - Adding type registration float -> org.hibernate.type.FloatType@2bab618
[DEBUG] 2021-05-10 19:39:21.012 [main] BasicTypeRegistry - Adding type registration float -> org.hibernate.type.FloatType@2bab618
[DEBUG] 2021-05-10 19:39:21.012 [main] BasicTypeRegistry - Adding type registration java.lang.Float -> org.hibernate.type.FloatType@2bab618
[DEBUG] 2021-05-10 19:39:21.012 [main] BasicTypeRegistry - Adding type registration double -> org.hibernate.type.DoubleType@6c9b44bf
[DEBUG] 2021-05-10 19:39:21.012 [main] BasicTypeRegistry - Adding type registration double -> org.hibernate.type.DoubleType@6c9b44bf
[DEBUG] 2021-05-10 19:39:21.012 [main] BasicTypeRegistry - Adding type registration java.lang.Double -> org.hibernate.type.DoubleType@6c9b44bf
[DEBUG] 2021-05-10 19:39:21.028 [main] BasicTypeRegistry - Adding type registration big_decimal -> org.hibernate.type.BigDecimalType@1e40fbb3
[DEBUG] 2021-05-10 19:39:21.028 [main] BasicTypeRegistry - Adding type registration java.math.BigDecimal -> org.hibernate.type.BigDecimalType@1e40fbb3
[DEBUG] 2021-05-10 19:39:21.028 [main] BasicTypeRegistry - Adding type registration big_integer -> org.hibernate.type.BigIntegerType@39023dbf
[DEBUG] 2021-05-10 19:39:21.028 [main] BasicTypeRegistry - Adding type registration java.math.BigInteger -> org.hibernate.type.BigIntegerType@39023dbf
[DEBUG] 2021-05-10 19:39:21.028 [main] BasicTypeRegistry - Adding type registration string -> org.hibernate.type.StringType@72465eb2
[DEBUG] 2021-05-10 19:39:21.028 [main] BasicTypeRegistry - Adding type registration java.lang.String -> org.hibernate.type.StringType@72465eb2
[DEBUG] 2021-05-10 19:39:21.028 [main] BasicTypeRegistry - Adding type registration nstring -> org.hibernate.type.StringNVarcharType@59c43561
[DEBUG] 2021-05-10 19:39:21.028 [main] BasicTypeRegistry - Adding type registration ncharacter -> org.hibernate.type.CharacterNCharType@30f28b5
[DEBUG] 2021-05-10 19:39:21.028 [main] BasicTypeRegistry - Adding type registration url -> org.hibernate.type.UrlType@1118d539
[DEBUG] 2021-05-10 19:39:21.028 [main] BasicTypeRegistry - Adding type registration java.net.URL -> org.hibernate.type.UrlType@1118d539
[DEBUG] 2021-05-10 19:39:21.028 [main] BasicTypeRegistry - Adding type registration Duration -> org.hibernate.type.DurationType@57186526
[DEBUG] 2021-05-10 19:39:21.028 [main] BasicTypeRegistry - Adding type registration java.time.Duration -> org.hibernate.type.DurationType@57186526
[DEBUG] 2021-05-10 19:39:21.043 [main] BasicTypeRegistry - Adding type registration Instant -> org.hibernate.type.InstantType@22f02996
[DEBUG] 2021-05-10 19:39:21.043 [main] BasicTypeRegistry - Adding type registration java.time.Instant -> org.hibernate.type.InstantType@22f02996
[DEBUG] 2021-05-10 19:39:21.059 [main] BasicTypeRegistry - Adding type registration LocalDateTime -> org.hibernate.type.LocalDateTimeType@5d194314
[DEBUG] 2021-05-10 19:39:21.059 [main] BasicTypeRegistry - Adding type registration java.time.LocalDateTime -> org.hibernate.type.LocalDateTimeType@5d194314
[DEBUG] 2021-05-10 19:39:21.059 [main] BasicTypeRegistry - Adding type registration LocalDate -> org.hibernate.type.LocalDateType@4dc52559
[DEBUG] 2021-05-10 19:39:21.059 [main] BasicTypeRegistry - Adding type registration java.time.LocalDate -> org.hibernate.type.LocalDateType@4dc52559
[DEBUG] 2021-05-10 19:39:21.059 [main] BasicTypeRegistry - Adding type registration LocalTime -> org.hibernate.type.LocalTimeType@515ab3f2
[DEBUG] 2021-05-10 19:39:21.059 [main] BasicTypeRegistry - Adding type registration java.time.LocalTime -> org.hibernate.type.LocalTimeType@515ab3f2
[DEBUG] 2021-05-10 19:39:21.074 [main] BasicTypeRegistry - Adding type registration OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@5fef0c19
[DEBUG] 2021-05-10 19:39:21.074 [main] BasicTypeRegistry - Adding type registration java.time.OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@5fef0c19
[DEBUG] 2021-05-10 19:39:21.074 [main] BasicTypeRegistry - Adding type registration OffsetTime -> org.hibernate.type.OffsetTimeType@34a20f16
[DEBUG] 2021-05-10 19:39:21.074 [main] BasicTypeRegistry - Adding type registration java.time.OffsetTime -> org.hibernate.type.OffsetTimeType@34a20f16
[DEBUG] 2021-05-10 19:39:21.090 [main] BasicTypeRegistry - Adding type registration ZonedDateTime -> org.hibernate.type.ZonedDateTimeType@5cfed0ba
[DEBUG] 2021-05-10 19:39:21.090 [main] BasicTypeRegistry - Adding type registration java.time.ZonedDateTime -> org.hibernate.type.ZonedDateTimeType@5cfed0ba
[DEBUG] 2021-05-10 19:39:21.090 [main] BasicTypeRegistry - Adding type registration date -> org.hibernate.type.DateType@6a09484c
[DEBUG] 2021-05-10 19:39:21.090 [main] BasicTypeRegistry - Adding type registration java.sql.Date -> org.hibernate.type.DateType@6a09484c
[DEBUG] 2021-05-10 19:39:21.090 [main] BasicTypeRegistry - Adding type registration time -> org.hibernate.type.TimeType@6c0b51da
[DEBUG] 2021-05-10 19:39:21.090 [main] BasicTypeRegistry - Adding type registration java.sql.Time -> org.hibernate.type.TimeType@6c0b51da
[DEBUG] 2021-05-10 19:39:21.106 [main] BasicTypeRegistry - Adding type registration timestamp -> org.hibernate.type.TimestampType@3815146b
